"","flight.nums.i.","flight.origin","flight.dest","airline"
"841","FR3163","LPA","EMA","FR"
"842","FR3172","EMA","ACE","FR"
"843","FR3173","ACE","EMA","FR"
"844","FR3186","MAD","MAN","FR"
"845","FR3187","MAN","MAD","FR"
"846","FR3202","MAN","RZE","FR"
"847","FR3203","RZE","MAN","FR"
"848","FR3204","MAN","CIA","FR"
"849","FR3205","CIA","MAN","FR"
"850","FR3208","MAN","AGP","FR"
"851","FR3209","AGP","MAN","FR"
"852","FR3218","MAN","BGY","FR"
"853","FR3219","BGY","MAN","FR"
"854","FR3222","MAN","CRL","FR"
"855","FR3223","CRL","MAN","FR"
"856","FR3224","MAN","RYG","FR"
"857","FR3225","RYG","MAN","FR"
"858","FR3228","MAN","BRE","FR"
"859","FR3229","BRE","MAN","FR"
"860","FR3234","MAN","EIN","FR"
"861","FR3235","EIN","MAN","FR"
"862","FR3238","MAN","CRL","FR"
"863","FR3239","CRL","MAN","FR"
"864","FR3244","TFS","EIN","FR"
"865","FR3245","EIN","TFS","FR"
"866","FR3246","MAN","STR","FR"
"867","FR3247","STR","MAN","FR"
"868","FR3252","STN","NRN","FR"
"869","FR3253","NRN","STN","FR"
"870","FR3256","LTN","FNI","FR"
"871","FR3257","FNI","LTN","FR"
"872","FR3282","NRN","BZG","FR"
"873","FR3283","BZG","NRN","FR"
"874","FR3326","KRK","SNN","FR"
"875","FR3327","SNN","KRK","FR"
"876","FR3372","MLA","TRN","FR"
"877","FR3373","TRN","MLA","FR"
"878","FR3456","LTN","BZR","FR"
"879","FR3457","BZR","LTN","FR"
"880","FR3466","LTN","KUN","FR"
"881","FR3467","KUN","LTN","FR"
"882","FR3472","LTN","RZE","FR"
"883","FR3473","RZE","LTN","FR"
"884","FR3475","MLA","EIN","FR"
"885","FR3476","EIN","MLA","FR"
"886","FR3506","LTN","RAK","FR"
"887","FR3507","RAK","LTN","FR"
"888","FR3511","LTN","ACE","FR"
"889","FR3512","ACE","LTN","FR"
"890","FR3556","STN","RAK","FR"
"891","FR3557","RAK","STN","FR"
"892","FR3581","PFO","CRL","FR"
"893","FR3582","CRL","PFO","FR"
"894","FR3601","RIX","BRE","FR"
"895","FR3602","BRE","RIX","FR"
"896","FR3631","BRE","STN","FR"
"897","FR3632","STN","BRE","FR"
"898","FR3633","BRE","STN","FR"
"899","FR3634","STN","BRE","FR"
"900","FR3652","BRE","GRO","FR"
"901","FR3653","GRO","BRE","FR"
"902","FR3698","BVA","KRK","FR"
"903","FR3699","KRK","BVA","FR"
"904","FR3701","EMA","FUE","FR"
"905","FR3702","FUE","EMA","FR"
"906","FR3711","BHX","FAO","FR"
"907","FR3712","FAO","BHX","FR"
"908","FR3741","BHX","FUE","FR"
"909","FR3742","FUE","BHX","FR"
"910","FR3745","CRL","PSA","FR"
"911","FR3746","PSA","CRL","FR"
"912","FR3747","CRL","PSA","FR"
"913","FR3748","PSA","CRL","FR"
"914","FR3772","BGY","OTP","FR"
"915","FR3773","OTP","BGY","FR"
"916","FR3774","BRS","MLA","FR"
"917","FR3775","MLA","BRS","FR"
"918","FR3782","BRE","PMI","FR"
"919","FR3783","PMI","BRE","FR"
"920","FR3794","BRE","NYO","FR"
"921","FR3795","NYO","BRE","FR"
"922","FR3803","MAN","LPA","FR"
"923","FR3804","LPA","MAN","FR"
"924","FR3805","MAN","FUE","FR"
"925","FR3806","FUE","MAN","FR"
"926","FR3811","LPL","ACE","FR"
"927","FR3812","ACE","LPL","FR"
"928","FR3842","STN","BCN","FR"
"929","FR3843","BCN","STN","FR"
"930","FR3874","TSF","MLA","FR"
"931","FR3875","MLA","TSF","FR"
"932","FR3882","LTN","MLA","FR"
"933","FR3883","MLA","LTN","FR"
"934","FR3898","BGY","WMI","FR"
"935","FR3899","WMI","BGY","FR"
"936","FR3901","BHX","MLA","FR"
"937","FR3902","MLA","BHX","FR"
"938","FR3918","STN","PMO","FR"
"939","FR3919","PMO","STN","FR"
"940","FR3946","FCO","PMO","FR"
"941","FR3947","PMO","FCO","FR"
"942","FR3948","PMO","TSF","FR"
"943","FR3949","TSF","PMO","FR"
"944","FR3950","CIA","RBA","FR"
"945","FR3951","RBA","CIA","FR"
"946","FR3952","MAN","LIS","FR"
"947","FR3953","LIS","MAN","FR"
"948","FR3955","BLQ","MAD","FR"
"949","FR3956","CIA","OTP","FR"
"950","FR3957","OTP","CIA","FR"
"951","FR3958","CIA","OTP","FR"
"952","FR3959","OTP","CIA","FR"
"953","FR3960","CIA","WMI","FR"
"954","FR3961","WMI","CIA","FR"
"955","FR3966","CIA","CGN","FR"
"956","FR3967","CGN","CIA","FR"
"957","FR3968","BLQ","CAG","FR"
"958","FR3969","CAG","BLQ","FR"
"959","FR3970","PRG","CRL","FR"
"960","FR3971","CRL","PRG","FR"
"961","FR3972","OPO","HHN","FR"
"962","FR3973","HHN","OPO","FR"
"963","FR3976","BCN","DUB","FR"
"964","FR3977","DUB","BCN","FR"
"965","FR3978","DUB","MAD","FR"
"966","FR3979","MAD","DUB","FR"
"967","FR3990","BLQ","OTP","FR"
"968","FR3991","OTP","BLQ","FR"
"969","FR3992","BGY","OTP","FR"
"970","FR3993","OTP","BGY","FR"
"971","FR4001","BGY","ACE","FR"
"972","FR4002","ACE","BGY","FR"
"973","FR4004","LDE","BGY","FR"
"974","FR4006","ALC","MAN","FR"
"975","FR4007","MAN","ALC","FR"
"976","FR4008","SVQ","RAK","FR"
"977","FR4009","RAK","SVQ","FR"
"978","FR4015","BGY","PSR","FR"
"979","FR4016","PSR","BGY","FR"
"980","FR4019","ALC","CPH","FR"
"981","FR4020","CPH","ALC","FR"
"982","FR4021","EIN","WMI","FR"
"983","FR4022","WMI","EIN","FR"
"984","FR4023","LPL","BTS","FR"
"985","FR4024","BTS","LPL","FR"
"986","FR4025","ALC","HAM","FR"
"987","FR4026","HAM","ALC","FR"
"988","FR4029","ALC","CIA","FR"
"989","FR4030","CIA","ALC","FR"
"990","FR4031","LPL","FAO","FR"
"991","FR4032","FAO","LPL","FR"
"992","FR4033","AGP","SXF","FR"
"993","FR4034","SXF","AGP","FR"
"994","FR4035","BGY","PSR","FR"
"995","FR4036","PSR","BGY","FR"
"996","FR4043","LPL","WMI","FR"
"997","FR4044","WMI","LPL","FR"
"998","FR4047","AGP","CPH","FR"
"999","FR4052","MAN","FAO","FR"
"1000","FR4053","EMA","WMI","FR"
"1001","FR4054","WMI","EMA","FR"
"1002","FR4055","BVA","WMI","FR"
"1003","FR4056","WMI","BVA","FR"
"1004","FR4057","AGP","HAM","FR"
"1005","FR4058","HAM","AGP","FR"
"1006","FR4059","AGP","WMI","FR"
"1007","FR4060","WMI","AGP","FR"
"1008","FR4061","CTA","EIN","FR"
"1009","FR4062","EIN","CTA","FR"
"1010","FR4065","CTA","MAD","FR"
"1011","FR4066","MAD","CTA","FR"
"1012","FR4067","TFS","SXF","FR"
"1013","FR4068","SXF","TFS","FR"
"1014","FR4073","HHN","CIY","FR"
"1015","FR4074","CIY","HHN","FR"
"1016","FR4075","TFS","TSF","FR"
"1017","FR4076","TSF","TFS","FR"
"1018","FR4079","ALC","NCL","FR"
"1019","FR4080","NCL","ALC","FR"
"1020","FR4081","LPL","FUE","FR"
"1021","FR4082","FUE","LPL","FR"
"1022","FR4085","SXF","BRI","FR"
"1023","FR4086","BRI","SXF","FR"
"1024","FR4094","MAN","GDN","FR"
"1025","FR4095","GDN","MAN","FR"
"1026","FR4097","RIX","MAN","FR"
"1027","FR4101","CIA","HHN","FR"
"1028","FR4102","HHN","CIA","FR"
"1029","FR4125","GRO","HHN","FR"
"1030","FR4126","HHN","GRO","FR"
"1031","FR4135","BRS","WMI","FR"
"1032","FR4136","WMI","BRS","FR"
"1033","FR4141","HHN","CAG","FR"
"1034","FR4142","CAG","HHN","FR"
"1035","FR4171","HHN","OPO","FR"
"1036","FR4172","OPO","HHN","FR"
"1037","FR4191","BGY","STN","FR"
"1038","FR4192","STN","BGY","FR"
"1039","FR4193","BGY","STN","FR"
"1040","FR4194","STN","BGY","FR"
"1041","FR4196","STN","BGY","FR"
"1042","FR4197","BGY","STN","FR"
"1043","FR4198","STN","BGY","FR"
"1044","FR4214","STN","PMF","FR"
"1045","FR4215","PMF","STN","FR"
"1046","FR4231","BGY","BVA","FR"
"1047","FR4232","BVA","BGY","FR"
"1048","FR4233","BGY","BVA","FR"
"1049","FR4234","BVA","BGY","FR"
"1050","FR4235","BGY","BVA","FR"
"1051","FR4236","BVA","BGY","FR"
"1052","FR4282","DUB","BTS","FR"
"1053","FR4283","BTS","DUB","FR"
"1054","FR4302","TPS","BLQ","FR"
"1055","FR4303","BLQ","BVA","FR"
"1056","FR4304","BVA","BLQ","FR"
"1057","FR4305","BLQ","NRN","FR"
"1058","FR4306","NRN","BLQ","FR"
"1059","FR4307","BLQ","BVA","FR"
"1060","FR4308","BVA","BLQ","FR"
"1061","FR4315","BLQ","BRI","FR"
"1062","FR4317","BLQ","WRO","FR"
"1063","FR4318","WRO","BLQ","FR"
"1064","FR4321","BLQ","KRK","FR"
"1065","FR4322","KRK","BLQ","FR"
"1066","FR4324","BLQ","SUF","FR"
"1067","FR4325","SUF","BLQ","FR"
"1068","FR4326","BRI","BLQ","FR"
"1069","FR4327","BLQ","BRI","FR"
"1070","FR4331","TFS","MAN","FR"
"1071","FR4332","MAN","TFS","FR"
"1072","FR4338","BLQ","BDS","FR"
"1073","FR4339","BDS","BLQ","FR"
"1074","FR4341","BLQ","PMO","FR"
"1075","FR4342","PMO","BLQ","FR"
"1076","FR4346","LPL","TFS","FR"
"1077","FR4347","TFS","LPL","FR"
"1078","FR4348","BLQ","SVQ","FR"
"1079","FR4349","SVQ","BLQ","FR"
"1080","FR4351","BLQ","BDS","FR"
"1081","FR4352","BDS","BLQ","FR"
"1082","FR4372","HHN","RIX","FR"
"1083","FR4373","RIX","HHN","FR"
"1084","FR4376","NRN","TLL","FR"
"1085","FR4377","TLL","NRN","FR"
"1086","FR4382","HHN","EDI","FR"
"1087","FR4383","EDI","HHN","FR"
"1088","FR4405","RAK","DLE","FR"
"1089","FR4406","DLE","RAK","FR"
"1090","FR4407","RAK","XCR","FR"
"1091","FR4408","XCR","RAK","FR"
"1092","FR4425","FEZ","EBU","FR"
"1093","FR4426","EBU","FEZ","FR"
"1094","FR4427","FEZ","NTE","FR"
"1095","FR4428","NTE","FEZ","FR"
"1096","FR4442","CRL","CIY","FR"
"1097","FR4443","CIY","CRL","FR"
"1098","FR4458","EMA","AGP","FR"
"1099","FR4459","AGP","EMA","FR"
"1100","FR4477","HHN","SCQ","FR"
"1101","FR4478","SCQ","HHN","FR"
"1102","FR4504","LPA","KRK","FR"
"1103","FR4505","KRK","LPA","FR"
"1104","FR4506","OPO","BOD","FR"
"1105","FR4507","BOD","OPO","FR"
"1106","FR4513","KRK","TFS","FR"
"1107","FR4514","TFS","KRK","FR"
"1108","FR4515","LPA","BLQ","FR"
"1109","FR4516","BLQ","LPA","FR"
"1110","FR4522","CRL","BGY","FR"
"1111","FR4523","BGY","CRL","FR"
"1112","FR4524","CRL","BGY","FR"
"1113","FR4525","BGY","CRL","FR"
"1114","FR4526","CRL","BGY","FR"
"1115","FR4527","BGY","CRL","FR"
"1116","FR4535","BGY","EIN","FR"
"1117","FR4536","EIN","BGY","FR"
"1118","FR4541","STN","VRN","FR"
"1119","FR4542","VRN","STN","FR"
"1120","FR4543","DUB","WMI","FR"
"1121","FR4544","WMI","DUB","FR"
"1122","FR4551","BGY","RYG","FR"
"1123","FR4552","RYG","BGY","FR"
"1124","FR4553","VLC","TRS","FR"
"1125","FR4554","TRS","VLC","FR"
"1126","FR4555","BHX","ALC","FR"
"1127","FR4556","ALC","BHX","FR"
"1128","FR4560","EMA","ALC","FR"
"1129","FR4564","OPO","XCR","FR"
"1130","FR4565","XCR","OPO","FR"
"1131","FR4584","OPO","BCN","FR"
"1132","FR4585","BCN","OPO","FR"
"1133","FR4586","OPO","BCN","FR"
"1134","FR4587","BCN","OPO","FR"
"1135","FR4589","ALC","EMA","FR"
"1136","FR4598","OPO","FMM","FR"
"1137","FR4599","FMM","OPO","FR"
"1138","FR4612","HHN","AGP","FR"
"1139","FR4613","AGP","HHN","FR"
"1140","FR4631","BGY","VLC","FR"
"1141","FR4632","VLC","BGY","FR"
"1142","FR4633","BGY","ZAZ","FR"
"1143","FR4634","ZAZ","BGY","FR"
"1144","FR4635","BGY","SVQ","FR"
"1145","FR4636","SVQ","BGY","FR"
"1146","FR4642","BGY","BTS","FR"
"1147","FR4643","BTS","BGY","FR"
"1148","FR4658","BGY","BRI","FR"
"1149","FR4659","BRI","BGY","FR"
"1150","FR4663","BGY","VLC","FR"
"1151","FR4664","VLC","BGY","FR"
"1152","FR4667","BGY","BRI","FR"
"1153","FR4668","BRI","BGY","FR"
"1154","FR4673","BGY","AGP","FR"
"1155","FR4674","AGP","BGY","FR"
"1156","FR4702","BGY","OPO","FR"
"1157","FR4703","OPO","BGY","FR"
"1158","FR4704","BGY","BRI","FR"
"1159","FR4705","BRI","BGY","FR"
"1160","FR4706","BGY","CAG","FR"
"1161","FR4707","CAG","BGY","FR"
"1162","FR4708","BGY","AHO","FR"
"1163","FR4709","AHO","BGY","FR"
"1164","FR4714","BGY","RIX","FR"
"1165","FR4715","RIX","BGY","FR"
"1166","FR4728","BGY","FEZ","FR"
"1167","FR4729","FEZ","BGY","FR"
"1168","FR4732","SXF","BGY","FR"
"1169","FR4733","BGY","SXF","FR"
"1170","FR4734","SXF","BGY","FR"
"1171","FR4736","BGY","CRV","FR"
"1172","FR4737","CRV","BGY","FR"
"1173","FR4741","GLA","WMI","FR"
"1174","FR4742","WMI","GLA","FR"
"1175","FR4751","BGY","AHO","FR"
"1176","FR4752","AHO","BGY","FR"
"1177","FR4753","BRS","TFS","FR"
"1178","FR4754","TFS","BRS","FR"
"1179","FR4755","BRS","ACE","FR"
"1180","FR4756","ACE","BRS","FR"
"1181","FR4757","BRS","LPA","FR"
"1182","FR4758","LPA","BRS","FR"
"1183","FR4760","CWL","TFS","FR"
"1184","FR4761","TFS","CWL","FR"
"1185","FR4764","BGY","TLL","FR"
"1186","FR4765","TLL","BGY","FR"
"1187","FR4774","BGY","SKG","FR"
"1188","FR4775","SKG","BGY","FR"
"1189","FR4776","MAN","SNN","FR"
"1190","FR4777","SNN","MAN","FR"
"1191","FR4798","BLQ","PMO","FR"
"1192","FR4799","PMO","BLQ","FR"
"1193","FR4801","CAG","CIA","FR"
"1194","FR4802","CIA","CAG","FR"
"1195","FR4815","CAG","CUF","FR"
"1196","FR4816","CUF","CAG","FR"
"1197","FR4826","CAG","TSF","FR"
"1198","FR4827","TSF","CAG","FR"
"1199","FR4828","CAG","CRL","FR"
"1200","FR4829","CRL","CAG","FR"
"1201","FR4831","CAG","BVA","FR"
"1202","FR4832","BVA","CAG","FR"
"1203","FR4844","DUB","BGY","FR"
"1204","FR4845","BGY","DUB","FR"
"1205","FR4851","CTA","FCO","FR"
"1206","FR4852","FCO","CTA","FR"
"1207","FR4853","TSF","EIN","FR"
"1208","FR4854","EIN","TSF","FR"
"1209","FR4855","CTA","FCO","FR"
"1210","FR4856","FCO","CTA","FR"
"1211","FR4857","CTA","FCO","FR"
"1212","FR4858","FCO","CTA","FR"
"1213","FR4862","CRL","BLQ","FR"
"1214","FR4863","BLQ","CRL","FR"
"1215","FR4864","CRL","TRN","FR"
"1216","FR4865","TRN","CRL","FR"
"1217","FR4871","CTA","FCO","FR"
"1218","FR4872","FCO","CTA","FR"
"1219","FR4876","CAG","BGY","FR"
"1220","FR4877","BGY","CAG","FR"
"1221","FR4878","CAG","CIA","FR"
"1222","FR4879","CIA","CAG","FR"
"1223","FR4886","BGY","BRI","FR"
"1224","FR4887","BRI","BGY","FR"
"1225","FR4891","FCO","CTA","FR"
"1226","FR4892","CTA","FCO","FR"
"1227","FR4895","BLQ","ACE","FR"
"1228","FR4896","ACE","BLQ","FR"
"1229","FR4897","BLQ","TFS","FR"
"1230","FR4898","TFS","BLQ","FR"
"1231","FR4901","PMO","FCO","FR"
"1232","FR4902","FCO","PMO","FR"
"1233","FR4903","PMO","FCO","FR"
"1234","FR4904","FCO","PMO","FR"
"1235","FR4905","PMO","FCO","FR"
"1236","FR4906","FCO","PMO","FR"
"1237","FR4907","PMO","FCO","FR"
"1238","FR4908","FCO","PMO","FR"
"1239","FR4911","BLQ","PMO","FR"
"1240","FR4912","PMO","BLQ","FR"
"1241","FR4914","PMO","VRN","FR"
"1242","FR4915","VRN","PMO","FR"
"1243","FR4916","PMO","TRN","FR"
"1244","FR4917","TRN","PMO","FR"
"1245","FR4925","KRK","DTM","FR"
"1246","FR4926","DTM","KRK","FR"
"1247","FR4932","PMO","BVA","FR"
"1248","FR4933","BVA","PMO","FR"
"1249","FR4942","PMO","SXF","FR"
"1250","FR4943","SXF","PMO","FR"
"1251","FR4946","PMO","FMM","FR"
"1252","FR4947","FMM","PMO","FR"
"1253","FR4952","STN","PEG","FR"
"1254","FR4953","PEG","STN","FR"
"1255","FR4966","STN","SUF","FR"
"1256","FR4967","SUF","STN","FR"
"1257","FR4976","STN","BDS","FR"
"1258","FR4977","BDS","STN","FR"
"1259","FR4984","BVA","TSF","FR"
"1260","FR4985","TSF","BVA","FR"
"1261","FR5000","SUF","FCO","FR"
"1262","FR5008","NDR","HHN","FR"
"1263","FR5009","HHN","NDR","FR"
"1264","FR5010","FCO","SUF","FR"
"1265","FR5011","PSR","BVA","FR"
"1266","FR5012","BVA","PSR","FR"
"1267","FR5015","PSR","CRL","FR"
"1268","FR5016","CRL","PSR","FR"
"1269","FR5021","FCO","CIY","FR"
"1270","FR5022","CIY","FCO","FR"
"1271","FR5023","BUD","PSA","FR"
"1272","FR5024","PSA","BUD","FR"
"1273","FR5031","WMI","WRO","FR"
"1274","FR5032","WRO","WMI","FR"
"1275","FR5035","WMI","WRO","FR"
"1276","FR5036","WRO","WMI","FR"
"1277","FR5040","SUF","TSF","FR"
"1278","FR5050","TSF","SUF","FR"
"1279","FR5052","HHN","LPA","FR"
"1280","FR5053","LPA","HHN","FR"
"1281","FR5082","PFO","SKG","FR"
"1282","FR5083","SKG","PFO","FR"
"1283","FR5084","PFO","CHQ","FR"
"1284","FR5085","CHQ","PFO","FR"
"1285","FR5092","BGY","SUF","FR"
"1286","FR5093","SUF","BGY","FR"
"1287","FR5152","MRS","RAK","FR"
"1288","FR5153","RAK","MRS","FR"
"1289","FR5162","MRS","FEZ","FR"
"1290","FR5163","FEZ","MRS","FR"
"1291","FR5172","STN","BLL","FR"
"1292","FR5173","BLL","STN","FR"
"1293","FR5178","STN","BLL","FR"
"1294","FR5179","BLL","STN","FR"
"1295","FR5187","MRS","SVQ","FR"
"1296","FR5192","BGY","SUF","FR"
"1297","FR5193","SUF","BGY","FR"
"1298","FR5203","BGY","HHN","FR"
"1299","FR5204","HHN","BGY","FR"
"1300","FR5212","RAK","BVA","FR"
"1301","FR5213","BVA","RAK","FR"
"1302","FR5214","HHN","BRI","FR"
"1303","FR5215","BRI","HHN","FR"
"1304","FR5222","FEZ","BVA","FR"
"1305","FR5223","BVA","FEZ","FR"
"1306","FR5231","AHO","CUF","FR"
"1307","FR5232","CUF","AHO","FR"
"1308","FR5252","SVQ","LGW","FR"
"1309","FR5253","LGW","SVQ","FR"
"1310","FR5262","SVQ","BVA","FR"
"1311","FR5263","BVA","SVQ","FR"
"1312","FR5268","SVQ","EIN","FR"
"1313","FR5269","EIN","SVQ","FR"
"1314","FR5272","SVQ","PMI","FR"
"1315","FR5273","PMI","SVQ","FR"
"1316","FR5278","MAD","TFN","FR"
"1317","FR5279","TFN","MAD","FR"
"1318","FR5286","SVQ","MRS","FR"
"1319","FR5293","SUF","BGY","FR"
"1320","FR5311","MRS","OUD","FR"
"1321","FR5312","OUD","MRS","FR"
"1322","FR5315","MAD","SCQ","FR"
"1323","FR5316","SCQ","MAD","FR"
"1324","FR5317","MAD","SCQ","FR"
"1325","FR5318","SCQ","MAD","FR"
"1326","FR5322","DUB","SZZ","FR"
"1327","FR5323","SZZ","DUB","FR"
"1328","FR5346","DUB","KTW","FR"
"1329","FR5347","KTW","DUB","FR"
"1330","FR5352","MAD","RBA","FR"
"1331","FR5353","RBA","MAD","FR"
"1332","FR5354","MAD","IBZ","FR"
"1333","FR5355","IBZ","MAD","FR"
"1334","FR5356","MAD","KRK","FR"
"1335","FR5357","KRK","MAD","FR"
"1336","FR5374","MAD","BLQ","FR"
"1337","FR5375","BLQ","MAD","FR"
"1338","FR5382","MAD","MLA","FR"
"1339","FR5383","MLA","MAD","FR"
"1340","FR5444","MAD","BVA","FR"
"1341","FR5445","BVA","MAD","FR"
"1342","FR5446","MAD","MRS","FR"
"1343","FR5447","MRS","MAD","FR"
"1344","FR5462","MAD","CRL","FR"
"1345","FR5463","CRL","MAD","FR"
"1346","FR5464","MAD","CRL","FR"
"1347","FR5465","CRL","MAD","FR"
"1348","FR5466","MAD","CRL","FR"
"1349","FR5467","CRL","MAD","FR"
"1350","FR5468","MAD","FUE","FR"
"1351","FR5469","FUE","MAD","FR"
"1352","FR5478","OPO","FKB","FR"
"1353","FR5479","FKB","OPO","FR"
"1354","FR5482","MAD","OPO","FR"
"1355","FR5483","OPO","MAD","FR"
"1356","FR5484","MAD","OPO","FR"
"1357","FR5485","OPO","MAD","FR"
"1358","FR5486","OPO","FAO","FR"
"1359","FR5487","FAO","OPO","FR"
"1360","FR5488","OPO","NRN","FR"
"1361","FR5489","NRN","OPO","FR"
"1362","FR5502","HHN","ACE","FR"
"1363","FR5503","ACE","HHN","FR"
"1364","FR5522","MAD","AHO","FR"
"1365","FR5523","AHO","MAD","FR"
"1366","FR5542","STN","REU","FR"
"1367","FR5543","REU","STN","FR"
"1368","FR5552","HHN","TFS","FR"
"1369","FR5553","TFS","HHN","FR"
"1370","FR5578","ALC","EDI","FR"
"1371","FR5579","EDI","ALC","FR"
"1372","FR5676","PMI","AGP","FR"
"1373","FR5677","AGP","PMI","FR"
"1374","FR5702","HHN","FEZ","FR"
"1375","FR5703","FEZ","HHN","FR"
"1376","FR5705","HHN","KIR","FR"
"1377","FR5706","KIR","HHN","FR"
"1378","FR5708","HHN","RAK","FR"
"1379","FR5709","RAK","HHN","FR"
"1380","FR5714","NRN","SKG","FR"
"1381","FR5715","SKG","NRN","FR"
"1382","FR5718","WMI","BLQ","FR"
"1383","FR5771","GLA","DUB","FR"
"1384","FR5772","DUB","GLA","FR"
"1385","FR5773","GLA","DUB","FR"
"1386","FR5774","DUB","GLA","FR"
"1387","FR5775","GLA","DUB","FR"
"1388","FR5776","DUB","GLA","FR"
"1389","FR5797","HHN","SKG","FR"
"1390","FR5798","SKG","HHN","FR"
"1391","FR5851","EIN","FEZ","FR"
"1392","FR5852","FEZ","EIN","FR"
"1393","FR5857","EIN","ACE","FR"
"1394","FR5858","ACE","EIN","FR"
"1395","FR5891","EIN","KRK","FR"
"1396","FR5892","KRK","EIN","FR"
"1397","FR5895","EIN","RAK","FR"
"1398","FR5896","RAK","EIN","FR"
"1399","FR5944","BOH","AGP","FR"
"1400","FR5945","AGP","BOH","FR"
"1401","FR5983","MAD","BGY","FR"
"1402","FR5984","BGY","MAD","FR"
"1403","FR5991","MAD","BGY","FR"
"1404","FR5992","BGY","MAD","FR"
"1405","FR5993","MAD","STN","FR"
