"","flight.nums.i.","flight.origin","flight.dest","airline"
"3391","PC184","SAW","KYA","PC"
"3392","PC185","KYA","SAW","PC"
"3393","PC186","AYT","TZX","PC"
"3394","PC187","TZX","AYT","PC"
"3395","PC188","SAW","KYA","PC"
"3396","PC189","KYA","SAW","PC"
"3397","PC190","SAW","VAN","PC"
"3398","PC191","VAN","SAW","PC"
"3399","PC192","SAW","DIY","PC"
"3400","PC193","DIY","SAW","PC"
"3401","PC194","SAW","EZS","PC"
"3402","PC195","EZS","SAW","PC"
"3403","PC196","SAW","DIY","PC"
"3404","PC197","DIY","SAW","PC"
"3405","PC204","SAW","BAL","PC"
"3406","PC205","BAL","SAW","PC"
"3407","PC206","SAW","EDO","PC"
"3408","PC207","EDO","SAW","PC"
"3409","PC208","SAW","ERC","PC"
"3410","PC209","ERC","SAW","PC"
"3411","PC211","ECN","SAW","PC"
"3412","PC212","SAW","ECN","PC"
"3413","PC215","ECN","SAW","PC"
"3414","PC216","SAW","ECN","PC"
"3415","PC218","SAW","ECN","PC"
"3416","PC219","ECN","SAW","PC"
"3417","PC221","ECN","ESB","PC"
"3418","PC222","ESB","ECN","PC"
"3419","PC223","ECN","ADA","PC"
"3420","PC224","ADA","ECN","PC"
"3421","PC226","SAW","GZP","PC"
"3422","PC227","GZP","SAW","PC"
"3423","PC230","AYT","ECN","PC"
"3424","PC231","ECN","AYT","PC"
"3425","PC233","ECN","GZT","PC"
"3426","PC234","GZT","ECN","PC"
"3427","PC235","ECN","ESB","PC"
"3428","PC236","ESB","ECN","PC"
"3429","PC238","ECN","ADA","PC"
"3430","PC239","ADA","ECN","PC"
"3431","PC242","SAW","OGU","PC"
"3432","PC243","OGU","SAW","PC"
"3433","PC245","ECN","HTY","PC"
"3434","PC246","HTY","ECN","PC"
"3435","PC248","SAW","OGU","PC"
"3436","PC249","OGU","SAW","PC"
"3437","PC250","SAW","VAS","PC"
"3438","PC251","VAS","SAW","PC"
"3439","PC252","SAW","OGU","PC"
"3440","PC253","OGU","SAW","PC"
"3441","PC256","SAW","GNY","PC"
"3442","PC257","GNY","SAW","PC"
"3443","PC258","ADB","AYT","PC"
"3444","PC259","AYT","ADB","PC"
"3445","PC260","ADB","AYT","PC"
"3446","PC261","AYT","ADB","PC"
"3447","PC262","SAW","DNZ","PC"
"3448","PC263","DNZ","SAW","PC"
"3449","PC264","SAW","MSR","PC"
"3450","PC265","MSR","SAW","PC"
"3451","PC267","SAW","NAV","PC"
"3452","PC268","NAV","SAW","PC"
"3453","PC270","SAW","ERZ","PC"
"3454","PC271","ERZ","SAW","PC"
"3455","PC272","SAW","DLM","PC"
"3456","PC273","DLM","SAW","PC"
"3457","PC274","SAW","MQM","PC"
"3458","PC275","MQM","SAW","PC"
"3459","PC276","SAW","MZH","PC"
"3460","PC277","MZH","SAW","PC"
"3461","PC278","SAW","KCM","PC"
"3462","PC279","KCM","SAW","PC"
"3463","PC286","SAW","DNZ","PC"
"3464","PC287","DNZ","SAW","PC"
"3465","PC290","SAW","KFS","PC"
"3466","PC291","KFS","SAW","PC"
"3467","PC294","SAW","KSY","PC"
"3468","PC295","KSY","SAW","PC"
"3469","PC303","SAW","DUS","PC"
"3470","PC304","DUS","SAW","PC"
"3471","PC309","ADB","DUS","PC"
"3472","PC310","DUS","ADB","PC"
"3473","PC313","ESB","DUS","PC"
"3474","PC314","DUS","ESB","PC"
"3475","PC315","ASR","DUS","PC"
"3476","PC316","DUS","ASR","PC"
"3477","PC317","SAW","DUS","PC"
"3478","PC318","DUS","SAW","PC"
"3479","PC319","SAW","MUC","PC"
"3480","PC320","MUC","SAW","PC"
"3481","PC321","SAW","STR","PC"
"3482","PC322","STR","SAW","PC"
"3483","PC325","SAW","STR","PC"
"3484","PC326","STR","SAW","PC"
"3485","PC327","ADB","STR","PC"
"3486","PC328","STR","ADB","PC"
"3487","PC329","ESB","STR","PC"
"3488","PC330","STR","ESB","PC"
"3489","PC333","SAW","FRA","PC"
"3490","PC334","FRA","SAW","PC"
"3491","PC335","SAW","FRA","PC"
"3492","PC336","FRA","SAW","PC"
"3493","PC337","SAW","GVA","PC"
"3494","PC338","GVA","SAW","PC"
"3495","PC347","ESB","CGN","PC"
"3496","PC348","CGN","ESB","PC"
"3497","PC353","SAW","ECN","PC"
"3498","PC354","ECN","ADA","PC"
"3499","PC355","ADA","ECN","PC"
"3500","PC356","ECN","ESB","PC"
"3501","PC357","ESB","ECN","PC"
"3502","PC358","ECN","ESB","PC"
"3503","PC362","ECN","SAW","PC"
"3504","PC363","SAW","ECN","PC"
"3505","PC364","ECN","ADB","PC"
"3506","PC365","ADB","ECN","PC"
"3507","PC366","AYT","ECN","PC"
"3508","PC367","ESB","ECN","PC"
"3509","PC383","SAW","HAM","PC"
"3510","PC384","HAM","SAW","PC"
"3511","PC395","SAW","ZRH","PC"
"3512","PC396","ZRH","SAW","PC"
"3513","PC397","SAW","CGN","PC"
"3514","PC398","CGN","SAW","PC"
"3515","PC401","SAW","ORY","PC"
"3516","PC402","ORY","SAW","PC"
"3517","PC403","SAW","MRS","PC"
"3518","PC404","MRS","SAW","PC"
"3519","PC416","SAW","EBU","PC"
"3520","PC417","EBU","SAW","PC"
"3521","PC423","SAW","BLQ","PC"
"3522","PC424","BLQ","SAW","PC"
"3523","PC428","SAW","BAH","PC"
"3524","PC429","BAH","SAW","PC"
"3525","PC431","SAW","LYS","PC"
"3526","PC432","LYS","SAW","PC"
"3527","PC450","SAW","KUT","PC"
"3528","PC451","KUT","SAW","PC"
"3529","PC453","SAW","PRG","PC"
"3530","PC454","PRG","SAW","PC"
"3531","PC457","SAW","BUD","PC"
"3532","PC458","BUD","SAW","PC"
"3533","PC462","SAW","TBS","PC"
"3534","PC463","TBS","SAW","PC"
"3535","PC467","SAW","BCN","PC"
"3536","PC468","BCN","SAW","PC"
"3537","PC469","SAW","BCN","PC"
"3538","PC470","BCN","SAW","PC"
"3539","PC475","SAW","AMS","PC"
"3540","PC476","AMS","SAW","PC"
"3541","PC477","SAW","AMS","PC"
"3542","PC478","AMS","SAW","PC"
"3543","PC501","SAW","STN","PC"
"3544","PC502","SAW","ECN","PC"
"3545","PC512","SAW","IKA","PC"
"3546","PC513","IKA","SAW","PC"
"3547","PC519","SAW","STN","PC"
"3548","PC520","STN","SAW","PC"
"3549","PC521","ADB","STN","PC"
"3550","PC522","ADB","ECN","PC"
"3551","PC533","SAW","FCO","PC"
"3552","PC534","FCO","SAW","PC"
"3553","PC535","SAW","FCO","PC"
"3554","PC536","FCO","SAW","PC"
"3555","PC537","SAW","MAD","PC"
"3556","PC538","MAD","SAW","PC"
"3557","PC541","SAW","LGW","PC"
"3558","PC542","LGW","SAW","PC"
"3559","PC592","SAW","SSH","PC"
"3560","PC593","SSH","SAW","PC"
"3561","PC596","SAW","HRG","PC"
"3562","PC597","HRG","SAW","PC"
"3563","PC601","DOH","SAW","PC"
"3564","PC602","SAW","DOH","PC"
"3565","PC625","SAW","BSL","PC"
"3566","PC626","BSL","SAW","PC"
"3567","PC627","SAW","BSL","PC"
"3568","PC628","BSL","SAW","PC"
"3569","PC634","SAW","LWO","PC"
"3570","PC635","LWO","SAW","PC"
"3571","PC658","SAW","ALA","PC"
"3572","PC659","ALA","SAW","PC"
"3573","PC660","SAW","DXB","PC"
"3574","PC661","DXB","SAW","PC"
"3575","PC671","SAW","AMS","PC"
"3576","PC672","AMS","SAW","PC"
"3577","PC701","FRU","SAW","PC"
"3578","PC702","SAW","FRU","PC"
"3579","PC705","SAW","BGY","PC"
"3580","PC706","BGY","SAW","PC"
"3581","PC711","SAW","SKP","PC"
"3582","PC712","SKP","SAW","PC"
"3583","PC717","SAW","OSL","PC"
"3584","PC718","OSL","SAW","PC"
"3585","PC721","SAW","MXP","PC"
"3586","PC722","MXP","SAW","PC"
"3587","PC729","SAW","SJJ","PC"
"3588","PC730","SJJ","SAW","PC"
"3589","PC745","SAW","ATH","PC"
"3590","PC746","ATH","SAW","PC"
"3591","PC750","SAW","HRK","PC"
"3592","PC751","HRK","SAW","PC"
"3593","PC760","OTP","SAW","PC"
"3594","PC761","SAW","OTP","PC"
"3595","PC764","SAW","OZH","PC"
"3596","PC765","OZH","SAW","PC"
"3597","PC769","SAW","TIA","PC"
"3598","PC770","TIA","SAW","PC"
"3599","PC776","SAW","KRR","PC"
"3600","PC777","KRR","SAW","PC"
"3601","PC779","SAW","TLV","PC"
"3602","PC780","TLV","SAW","PC"
"3603","PC781","SAW","TLV","PC"
"3604","PC782","TLV","SAW","PC"
"3605","PC785","SAW","TLV","PC"
"3606","PC786","TLV","SAW","PC"
"3607","PC801","SAW","CRL","PC"
"3608","PC802","CRL","SAW","PC"
"3609","PC827","SAW","NUE","PC"
"3610","PC828","NUE","SAW","PC"
"3611","PC831","SAW","CPH","PC"
"3612","PC832","CPH","SAW","PC"
"3613","PC833","SAW","CPH","PC"
"3614","PC834","CPH","SAW","PC"
"3615","PC839","SAW","SXF","PC"
"3616","PC840","SXF","SAW","PC"
"3617","PC845","SAW","ARN","PC"
"3618","PC846","ARN","SAW","PC"
"3619","PC853","SAW","PRN","PC"
"3620","PC854","PRN","SAW","PC"
"3621","PC855","SAW","SXF","PC"
"3622","PC856","SXF","SAW","PC"
"3623","PC858","SAW","KWI","PC"
"3624","PC859","KWI","SAW","PC"
"3625","PC860","SAW","KWI","PC"
"3626","PC861","KWI","SAW","PC"
"3627","PC862","SAW","BEY","PC"
"3628","PC863","BEY","SAW","PC"
"3629","PC864","ESB","EBL","PC"
"3630","PC865","EBL","ESB","PC"
"3631","PC870","SAW","BGW","PC"
"3632","PC871","BGW","SAW","PC"
"3633","PC873","SAW","ORY","PC"
"3634","PC874","ORY","SAW","PC"
"3635","PC878","SAW","EBL","PC"
"3636","PC879","EBL","SAW","PC"
"3637","PC884","SAW","DME","PC"
"3638","PC885","DME","SAW","PC"
"3639","PC893","SAW","BEG","PC"
"3640","PC894","BEG","SAW","PC"
"3641","PC981","ESB","VIE","PC"
"3642","PC982","VIE","ESB","PC"
"3643","PC991","SAW","VIE","PC"
"3644","PC992","VIE","SAW","PC"
"3645","PC995","SAW","VIE","PC"
"3646","PC996","VIE","SAW","PC"
"3647","PC2126","ADB","ESB","PC"
"3648","PC2127","ESB","ADB","PC"
"3649","PC2128","ADB","ESB","PC"
"3650","PC2129","ESB","ADB","PC"
"3651","PC2130","ADB","ESB","PC"
"3652","PC2131","ESB","ADB","PC"
"3653","PC2132","ADB","ESB","PC"
"3654","PC2133","ESB","ADB","PC"
"3655","PC2134","ADB","ESB","PC"
"3656","PC2135","ESB","ADB","PC"
"3657","PC2136","ADB","ESB","PC"
"3658","PC2137","ESB","ADB","PC"
"3659","PC2138","ADB","ESB","PC"
"3660","PC2139","ESB","ADB","PC"
"3661","PC2140","ECN","ADB","PC"
"3662","PC2141","ADB","ECN","PC"
"3663","PC2142","ADB","ECN","PC"
"3664","PC2143","ECN","ADB","PC"
"3665","PC2182","ADB","EZS","PC"
"3666","PC2183","EZS","ADB","PC"
"3667","PC2194","ADB","MQM","PC"
"3668","PC2195","MQM","ADB","PC"
"3669","PC2196","ADB","OGU","PC"
"3670","PC2197","OGU","ADB","PC"
"3671","PC2212","ADB","SZF","PC"
"3672","PC2213","SZF","ADB","PC"
"3673","PC2256","ADB","GNY","PC"
"3674","PC2257","GNY","ADB","PC"
"3675","PC2404","ADA","AYT","PC"
"3676","PC2405","AYT","ADA","PC"
"3677","PC2406","ADA","AYT","PC"
"3678","PC2407","AYT","ADA","PC"
"3679","PC2418","ADB","ASR","PC"
"3680","PC2419","ASR","ADB","PC"
"3681","PC2427","ADA","TZX","PC"
"3682","PC2428","TZX","ADA","PC"
"3683","PC2429","ADA","VAN","PC"
"3684","PC2430","VAN","ADA","PC"
"3685","PC2456","ADB","TZX","PC"
"3686","PC2457","TZX","ADB","PC"
"3687","PC2460","ADB","VAS","PC"
"3688","PC2461","VAS","ADB","PC"
"3689","PC2466","ESB","BJV","PC"
"3690","PC2467","BJV","ESB","PC"
"3691","PC2470","ADA","ADB","PC"
"3692","PC2471","ADB","ADA","PC"
"3693","PC2810","ADB","IST","PC"
"3694","PC2811","IST","ADB","PC"
"3695","PC2812","ADB","IST","PC"
"3696","PC2813","IST","ADB","PC"
"3697","PC2814","ADB","IST","PC"
"3698","PC2815","IST","ADB","PC"
"3699","PC2816","ADB","IST","PC"
"3700","PC2817","IST","ADB","PC"
"3701","PC2818","ADB","IST","PC"
"3702","PC2819","IST","ADB","PC"
"3703","PC2820","ADB","HTY","PC"
"3704","PC2821","HTY","ADB","PC"
"3705","PC2890","ADB","ADA","PC"
"3706","PC2891","ADA","ADB","PC"
"3707","PC2894","ADB","ADA","PC"
"3708","PC2895","ADA","ADB","PC"
"3709","PC4015","SAW","ECN","PC"
"3710","PC4016","ECN","SAW","PC"
"3711","PC4100","SAW","ESB","PC"
"3712","PC4101","ESB","SAW","PC"
"3713","PC4102","SAW","ESB","PC"
"3714","PC4103","ESB","SAW","PC"
"3715","PC4104","SAW","ESB","PC"
"3716","PC4105","ESB","SAW","PC"
"3717","PC4107","ESB","SAW","PC"
"3718","PC4108","SAW","ESB","PC"
"3719","PC4109","ESB","SAW","PC"
"3720","PC4110","SAW","ESB","PC"
"3721","PC4111","ESB","SAW","PC"
"3722","PC4112","SAW","ADB","PC"
"3723","PC4113","ADB","SAW","PC"
"3724","PC4114","SAW","ADB","PC"
"3725","PC4115","ADB","SAW","PC"
"3726","PC4116","SAW","ADB","PC"
"3727","PC4119","ADB","SAW","PC"
"3728","PC4120","SAW","ADB","PC"
"3729","PC4121","ADB","SAW","PC"
"3730","PC4122","SAW","ADB","PC"
"3731","PC4123","ADB","SAW","PC"
"3732","PC4124","SAW","ADA","PC"
"3733","PC4125","ADA","SAW","PC"
"3734","PC4126","SAW","ADA","PC"
"3735","PC4127","ADA","SAW","PC"
"3736","PC4128","SAW","ADA","PC"
"3737","PC4129","ADA","SAW","PC"
"3738","PC4130","SAW","SZF","PC"
"3739","PC4131","SZF","SAW","PC"
"3740","PC4132","SAW","ADA","PC"
"3741","PC4133","ADA","SAW","PC"
"3742","PC4136","SAW","TZX","PC"
"3743","PC4137","TZX","SAW","PC"
"3744","PC4138","SAW","TZX","PC"
"3745","PC4139","TZX","SAW","PC"
"3746","PC4140","SAW","AYT","PC"
"3747","PC4141","AYT","SAW","PC"
"3748","PC4142","SAW","AYT","PC"
"3749","PC4143","AYT","SAW","PC"
"3750","PC4144","SAW","AYT","PC"
"3751","PC4145","AYT","SAW","PC"
"3752","PC4146","SAW","AYT","PC"
"3753","PC4147","AYT","SAW","PC"
"3754","PC4148","SAW","AYT","PC"
"3755","PC4149","AYT","SAW","PC"
"3756","PC4152","SAW","SZF","PC"
"3757","PC4153","SZF","SAW","PC"
"3758","PC4156","SAW","GZT","PC"
"3759","PC4157","GZT","SAW","PC"
"3760","PC4158","SAW","GZT","PC"
"3761","PC4159","GZT","SAW","PC"
"3762","PC4162","SAW","ASR","PC"
"3763","PC4163","ASR","SAW","PC"
"3764","PC4164","SAW","ASR","PC"
"3765","PC4165","ASR","SAW","PC"
"3766","PC4168","SAW","MLX","PC"
"3767","PC4169","MLX","SAW","PC"
"3768","PC4178","SAW","DLM","PC"
"3769","PC4179","DLM","SAW","PC"
"3770","PC4180","SAW","HTY","PC"
"3771","PC4181","HTY","SAW","PC"
"3772","PC4184","SAW","KYA","PC"
"3773","PC4185","KYA","SAW","PC"
"3774","PC4188","SAW","KYA","PC"
"3775","PC4189","KYA","SAW","PC"
"3776","PC4192","SAW","DIY","PC"
"3777","PC4193","DIY","SAW","PC"
"3778","PC4194","SAW","EZS","PC"
"3779","PC4195","EZS","SAW","PC"
"3780","PC4207","EDO","SAW","PC"
"3781","PC4209","ESB","SAW","PC"
"3782","PC4210","SAW","ADB","PC"
"3783","PC4211","ADB","SAW","PC"
"3784","PC4212","SAW","ADB","PC"
"3785","PC4213","ADB","SAW","PC"
"3786","PC4226","SAW","GZP","PC"
"3787","PC4227","GZP","SAW","PC"
"3788","PC4237","ECN","AYT","PC"
"3789","PC4238","AYT","ECN","PC"
"3790","PC4250","SAW","VAS","PC"
"3791","PC4251","VAS","SAW","PC"
"3792","PC4256","SAW","GNY","PC"
"3793","PC4257","GNY","SAW","PC"
"3794","PC4262","SAW","DNZ","PC"
"3795","PC4263","DNZ","SAW","PC"
"3796","PC4270","SAW","ERZ","PC"
"3797","PC4271","ERZ","SAW","PC"
"3798","PC4272","SAW","BJV","PC"
"3799","PC4273","BJV","SAW","PC"
"3800","PC4274","SAW","MQM","PC"
"3801","PC4275","MQM","SAW","PC"
"3802","PC4278","SAW","DLM","PC"
"3803","PC4279","DLM","SAW","PC"
"3804","PC4317","SAW","MUC","PC"
"3805","PC4318","MUC","SAW","PC"
"3806","PC4397","SAW","CGN","PC"
"3807","PC4398","CGN","SAW","PC"
"3808","PC4402","SAW","ESB","PC"
"3809","PC4403","ESB","SAW","PC"
"3810","PC4408","SAW","ESB","PC"
"3811","PC4413","ADB","SAW","PC"
"3812","PC4426","SAW","ADA","PC"
"3813","PC4427","ADA","SAW","PC"
"3814","PC4428","SAW","ADA","PC"
"3815","PC4429","ADA","SAW","PC"
"3816","PC4430","SAW","SZF","PC"
"3817","PC4431","SZF","SAW","PC"
"3818","PC4432","SAW","TZX","PC"
"3819","PC4433","TZX","SAW","PC"
"3820","PC4439","TZX","SAW","PC"
"3821","PC4446","SAW","AYT","PC"
"3822","PC4447","AYT","SAW","PC"
"3823","PC4450","SAW","TZX","PC"
"3824","PC4451","TZX","SAW","PC"
"3825","PC4456","SAW","GZT","PC"
"3826","PC4458","SAW","GZT","PC"
"3827","PC4459","GZT","SAW","PC"
"3828","PC4464","SAW","ASR","PC"
"3829","PC4465","ASR","SAW","PC"
"3830","PC4478","AMS","SAW","PC"
"3831","PC4480","SAW","HTY","PC"
"3832","PC4481","HTY","SAW","PC"
"3833","PC4482","SAW","HTY","PC"
"3834","PC4483","HTY","SAW","PC"
"3835","PC4490","SAW","VAN","PC"
"3836","PC4491","VAN","SAW","PC"
"3837","PC4512","SAW","IKA","PC"
"3838","PC4520","SAW","ECN","PC"
"3839","PC4750","SAW","HRK","PC"
"3840","PC4751","HRK","SAW","PC"
"3841","PC4808","SAW","ERC","PC"
"3842","PC4809","ERC","SAW","PC"
"3843","PC4810","SAW","MLX","PC"
"3844","PC4847","AYT","SAW","PC"
"3845","PC4848","SAW","AYT","PC"
"3846","PC4849","AYT","SAW","PC"
"3847","PC4880","SAW","HTY","PC"
"3848","PC4881","HTY","SAW","PC"
"3849","PC5366","SAW","KSY","PC"
"3850","PC5367","KSY","SAW","PC"
"3851","PC5630","ESB","ADB","PC"
"3852","PC5632","ADB","ESB","PC"
"3853","PC5640","SAW","AYT","PC"
"3854","PC5641","AYT","SAW","PC"
"3855","PC5660","SAW","DXB","PC"
"3856","PC5661","DXB","SAW","PC"
"3857","PC5674","VIE","AYT","PC"
"3858","PC5694","ZRH","AYT","PC"
"3859","PC5730","AYT","SAW","PC"
"3860","PC5771","ECN","AYT","PC"
"3861","PC5840","SAW","ERZ","PC"
"3862","PC5841","ERZ","SAW","PC"
"3863","PC5888","SAW","ERZ","PC"
"3864","PC5889","ERZ","SAW","PC"
"3865","PC7301","AYT","DUS","PC"
"3866","PC7302","DUS","AYT","PC"
"3867","PC7303","AYT","LEJ","PC"
"3868","PC7304","LEJ","AYT","PC"
"3869","PC7305","AYT","NUE","PC"
"3870","PC7306","NUE","AYT","PC"
"3871","PC7307","AYT","TXL","PC"
"3872","PC7308","TXL","AYT","PC"
"3873","PC7310","CGN","AYT","PC"
"3874","PC7311","AYT","CGN","PC"
"3875","PC7312","DUS","AYT","PC"
"3876","PC7313","AYT","DUS","PC"
"3877","U211","LTN","EDI","U2"
"3878","U212","EDI","LTN","U2"
"3879","U214","EDI","LTN","U2"
"3880","U215","LTN","EDI","U2"
"3881","U216","EDI","LTN","U2"
"3882","U217","LTN","EDI","U2"
"3883","U218","EDI","LTN","U2"
"3884","U219","LTN","EDI","U2"
"3885","U261","LTN","GLA","U2"
"3886","U262","GLA","LTN","U2"
"3887","U263","LTN","GLA","U2"
"3888","U264","GLA","LTN","U2"
"3889","U266","GLA","LTN","U2"
"3890","U267","LTN","GLA","U2"
"3891","U268","GLA","LTN","U2"
"3892","U269","LTN","GLA","U2"
"3893","U271","LTN","GLA","U2"
"3894","U272","GLA","LTN","U2"
"3895","U2130","BFS","MAN","U2"
"3896","U2131","MAN","BFS","U2"
"3897","U2132","BFS","MAN","U2"
"3898","U2133","MAN","BFS","U2"
"3899","U2134","BFS","MAN","U2"
"3900","U2135","MAN","BFS","U2"
"3901","U2136","BFS","MAN","U2"
"3902","U2137","MAN","BFS","U2"
"3903","U2138","BFS","MAN","U2"
"3904","U2147","LTN","ABZ","U2"
"3905","U2148","ABZ","LTN","U2"
"3906","U2153","LTN","INV","U2"
"3907","U2154","INV","LTN","U2"
"3908","U2155","LTN","INV","U2"
"3909","U2156","INV","LTN","U2"
"3910","U2181","LTN","BFS","U2"
"3911","U2182","BFS","LTN","U2"
"3912","U2183","LTN","BFS","U2"
"3913","U2184","BFS","LTN","U2"
"3914","U2185","LTN","BFS","U2"
"3915","U2186","BFS","LTN","U2"
"3916","U2187","LTN","BFS","U2"
"3917","U2188","BFS","LTN","U2"
"3918","U2191","BFS","BHX","U2"
"3919","U2192","BHX","BFS","U2"
"3920","U2193","BFS","BHX","U2"
"3921","U2194","BHX","BFS","U2"
"3922","U2195","BFS","BHX","U2"
"3923","U2196","BHX","BFS","U2"
"3924","U2197","BFS","BHX","U2"
"3925","U2198","BHX","BFS","U2"
"3926","U2210","GLA","STN","U2"
"3927","U2211","STN","GLA","U2"
"3928","U2214","GLA","STN","U2"
"3929","U2215","STN","GLA","U2"
"3930","U2216","GLA","STN","U2"
"3931","U2217","STN","GLA","U2"
"3932","U2231","STN","EDI","U2"
"3933","U2232","EDI","STN","U2"
"3934","U2233","STN","EDI","U2"
"3935","U2234","EDI","STN","U2"
"3936","U2235","STN","EDI","U2"
"3937","U2236","EDI","STN","U2"
"3938","U2237","STN","EDI","U2"
"3939","U2238","EDI","STN","U2"
"3940","U2239","STN","EDI","U2"
"3941","U2240","EDI","STN","U2"
"3942","U2254","BFS","STN","U2"
"3943","U2255","STN","BFS","U2"
"3944","U2256","BFS","STN","U2"
"3945","U2257","STN","BFS","U2"
"3946","U2258","BFS","STN","U2"
"3947","U2259","STN","BFS","U2"
"3948","U2260","BFS","STN","U2"
"3949","U2261","STN","BFS","U2"
"3950","U2262","BFS","STN","U2"
"3951","U2263","STN","BFS","U2"
"3952","U2264","BFS","STN","U2"
"3953","U2265","STN","BFS","U2"
"3954","U2266","BFS","STN","U2"
"3955","U2267","STN","BFS","U2"
"3956","U2268","BFS","STN","U2"
"3957","U2269","STN","BFS","U2"
"3958","U2401","BRS","GLA","U2"
"3959","U2402","GLA","BRS","U2"
"3960","U2403","BRS","GLA","U2"
"3961","U2404","GLA","BRS","U2"
"3962","U2405","BRS","GLA","U2"
"3963","U2406","GLA","BRS","U2"
"3964","U2407","BRS","GLA","U2"
"3965","U2408","GLA","BRS","U2"
"3966","U2415","BRS","INV","U2"
"3967","U2416","INV","BRS","U2"
"3968","U2421","BRS","EDI","U2"
"3969","U2422","EDI","BRS","U2"
"3970","U2423","BRS","EDI","U2"
"3971","U2424","EDI","BRS","U2"
"3972","U2425","BRS","EDI","U2"
"3973","U2426","EDI","BRS","U2"
"3974","U2427","BRS","EDI","U2"
"3975","U2428","EDI","BRS","U2"
"3976","U2431","BRS","EDI","U2"
"3977","U2432","EDI","BRS","U2"
"3978","U2443","BRS","BFS","U2"
"3979","U2444","BFS","BRS","U2"
"3980","U2445","BRS","BFS","U2"
"3981","U2446","BFS","BRS","U2"
"3982","U2447","BRS","BFS","U2"
"3983","U2448","BFS","BRS","U2"
"3984","U2457","BRS","IOM","U2"
"3985","U2458","IOM","BRS","U2"
"3986","U2462","GLA","BFS","U2"
"3987","U2463","BFS","GLA","U2"
"3988","U2464","GLA","BFS","U2"
"3989","U2465","BFS","GLA","U2"
"3990","U2466","GLA","BFS","U2"
"3991","U2467","BFS","GLA","U2"
"3992","U2468","GLA","BFS","U2"
"3993","U2469","BFS","GLA","U2"
"3994","U2481","BFS","EDI","U2"
"3995","U2482","EDI","BFS","U2"
"3996","U2483","BFS","EDI","U2"
"3997","U2484","EDI","BFS","U2"
"3998","U2485","BFS","EDI","U2"
"3999","U2486","EDI","BFS","U2"
"4000","U2487","BFS","EDI","U2"
"4001","U2488","EDI","BFS","U2"
"4002","U2489","BFS","EDI","U2"
"4003","U2490","EDI","BFS","U2"
"4004","U2547","NCL","BFS","U2"
"4005","U2548","BFS","NCL","U2"
"4006","U2549","NCL","BFS","U2"
"4007","U2550","BFS","NCL","U2"
"4008","U2551","NCL","BFS","U2"
"4009","U2552","BFS","NCL","U2"
"4010","U2553","NCL","BFS","U2"
"4011","U2554","BFS","NCL","U2"
"4012","U2565","NCL","BRS","U2"
"4013","U2566","BRS","NCL","U2"
"4014","U2567","NCL","BRS","U2"
"4015","U2568","BRS","NCL","U2"
"4016","U2569","NCL","BRS","U2"
"4017","U2570","BRS","NCL","U2"
"4018","U2601","LPL","BFS","U2"
"4019","U2602","BFS","LPL","U2"
"4020","U2603","LPL","BFS","U2"
"4021","U2604","BFS","LPL","U2"
"4022","U2605","LPL","BFS","U2"
"4023","U2606","BFS","LPL","U2"
"4024","U2607","LPL","BFS","U2"
"4025","U2608","BFS","LPL","U2"
"4026","U2609","LPL","BFS","U2"
"4027","U2610","BFS","LPL","U2"
"4028","U2611","LPL","BFS","U2"
"4029","U2612","BFS","LPL","U2"
"4030","U2613","LPL","BFS","U2"
"4031","U2614","BFS","LPL","U2"
"4032","U2615","LPL","BFS","U2"
"4033","U2616","BFS","LPL","U2"
"4034","U2617","LPL","BFS","U2"
"4035","U2618","BFS","LPL","U2"
"4036","U2633","LPL","IOM","U2"
"4037","U2634","IOM","LPL","U2"
"4038","U2635","LPL","IOM","U2"
"4039","U2636","IOM","LPL","U2"
"4040","U2637","LPL","IOM","U2"
"4041","U2638","IOM","LPL","U2"
"4042","U2802","EDI","LGW","U2"
"4043","U2803","LGW","EDI","U2"
"4044","U2807","LGW","EDI","U2"
"4045","U2808","EDI","LGW","U2"
"4046","U2809","LGW","EDI","U2"
"4047","U2810","EDI","LGW","U2"
"4048","U2811","LGW","EDI","U2"
"4049","U2812","EDI","LGW","U2"
"4050","U2813","LGW","EDI","U2"
"4051","U2814","EDI","LGW","U2"
"4052","U2829","LGW","BFS","U2"
"4053","U2830","BFS","LGW","U2"
"4054","U2831","LGW","BFS","U2"
"4055","U2832","BFS","LGW","U2"
"4056","U2833","LGW","BFS","U2"
"4057","U2834","BFS","LGW","U2"
"4058","U2835","LGW","BFS","U2"
"4059","U2836","BFS","LGW","U2"
"4060","U2837","LGW","BFS","U2"
"4061","U2838","BFS","LGW","U2"
"4062","U2839","LGW","BFS","U2"
"4063","U2840","BFS","LGW","U2"
"4064","U2841","LGW","BFS","U2"
"4065","U2842","BFS","LGW","U2"
"4066","U2853","LGW","IOM","U2"
"4067","U2854","IOM","LGW","U2"
"4068","U2855","LGW","IOM","U2"
"4069","U2856","IOM","LGW","U2"
"4070","U2862","INV","LGW","U2"
"4071","U2863","LGW","INV","U2"
"4072","U2864","INV","LGW","U2"
"4073","U2865","LGW","INV","U2"
"4074","U2871","LGW","ABZ","U2"
"4075","U2872","ABZ","LGW","U2"
"4076","U2873","LGW","ABZ","U2"
"4077","U2874","ABZ","LGW","U2"
"4078","U2882","GLA","LGW","U2"
"4079","U2883","LGW","GLA","U2"
